"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Wilderness_Area","Soil_Type","Class"
3293,323,12,108,59,4632,188,227,178,666,"Rawah","7745","Lodgepole Pine"
3091,342,20,430,77,3576,176,207,168,1905,"Comanche Peak","8772","Lodgepole Pine"
2687,168,14,85,14,1710,230,245,143,969,"Rawah","4744","Lodgepole Pine"
3153,177,9,1213,206,3042,225,246,153,1708,"Comanche Peak","7757","Lodgepole Pine"
2958,41,5,30,-1,1895,220,229,145,2618,"Comanche Peak","7202","Spruce-Fir"
2985,139,14,234,0,3883,240,235,122,5609,"Rawah","7745","Lodgepole Pine"
3067,40,14,390,82,4002,220,208,119,4952,"Rawah","7102","Spruce-Fir"
2940,90,3,417,14,1842,224,234,146,1215,"Comanche Peak","7202","Lodgepole Pine"
2593,349,13,30,20,816,195,218,161,2029,"Rawah","7102","Lodgepole Pine"
3211,332,11,300,68,693,193,225,172,1834,"Rawah","7745","Lodgepole Pine"
3256,300,29,484,150,421,127,214,220,966,"Neota","7201","Spruce-Fir"
3053,206,20,1167,175,3197,203,254,179,1326,"Comanche Peak","7757","Lodgepole Pine"
3128,255,7,190,16,1448,205,244,178,2175,"Comanche Peak","7202","Spruce-Fir"
3326,190,22,247,46,4540,214,251,160,2925,"Comanche Peak","7757","Spruce-Fir"
3080,99,9,540,11,3690,235,228,125,4656,"Rawah","7745","Lodgepole Pine"
3079,66,31,350,64,4626,232,160,37,3018,"Rawah","7745","Spruce-Fir"
3047,45,9,404,0,2609,223,220,131,2681,"Comanche Peak","7755","Lodgepole Pine"
2922,310,17,85,22,793,171,226,194,2692,"Rawah","7201","Spruce-Fir"
3226,103,8,30,-6,2550,234,230,127,1248,"Rawah","7202","Spruce-Fir"
3251,0,11,446,74,4302,204,220,153,977,"Comanche Peak","7756","Spruce-Fir"
3138,150,4,124,1,4175,225,239,150,1600,"Rawah","7201","Spruce-Fir"
3092,213,19,216,7,1838,199,254,185,295,"Comanche Peak","7756","Lodgepole Pine"
3032,97,24,382,93,1492,250,197,61,2402,"Comanche Peak","7757","Spruce-Fir"
2671,315,16,90,24,1293,175,225,190,182,"Rawah","7202","Lodgepole Pine"
3168,129,7,390,131,2139,231,236,137,1082,"Comanche Peak","7756","Spruce-Fir"
3190,99,20,350,35,1430,249,207,78,1634,"Comanche Peak","4758","Lodgepole Pine"
3013,265,8,342,-21,2481,200,244,182,1405,"Comanche Peak","7755","Lodgepole Pine"
3057,66,12,582,23,6347,232,215,114,3355,"Rawah","7745","Lodgepole Pine"
3259,183,18,450,168,3786,222,249,153,391,"Comanche Peak","7790","Lodgepole Pine"
3034,79,19,0,0,661,241,203,85,1861,"Rawah","7745","Spruce-Fir"
2916,135,7,30,3,4566,232,237,137,1806,"Rawah","7101","Lodgepole Pine"
3187,338,15,604,164,924,185,217,170,1871,"Comanche Peak","7700","Spruce-Fir"
3244,299,8,201,9,4592,197,237,180,700,"Rawah","8772","Spruce-Fir"
2888,227,33,750,136,4026,156,249,212,1456,"Comanche Peak","4758","Lodgepole Pine"
2883,193,6,324,56,1099,220,245,161,2565,"Comanche Peak","7757","Lodgepole Pine"
3150,267,10,192,30,5728,193,244,190,2761,"Rawah","7201","Lodgepole Pine"
3272,20,7,150,18,2763,215,225,147,2676,"Rawah","7745","Spruce-Fir"
2977,350,5,360,45,1998,210,231,159,774,"Comanche Peak","7756","Spruce-Fir"
3211,43,11,67,3,2850,222,216,127,1827,"Comanche Peak","7755","Spruce-Fir"
3151,266,13,0,0,2047,186,245,198,537,"Comanche Peak","7755","Spruce-Fir"
2898,111,7,492,28,2802,232,233,134,2206,"Rawah","7745","Lodgepole Pine"
3061,100,28,792,251,807,252,189,45,1294,"Rawah","7745","Lodgepole Pine"
2959,216,8,297,46,5395,212,248,172,3642,"Rawah","7745","Lodgepole Pine"
3253,318,14,785,35,3483,184,227,183,1149,"Comanche Peak","7201","Spruce-Fir"
2696,117,8,210,0,1668,234,233,131,1233,"Comanche Peak","4704","Lodgepole Pine"
2811,313,26,30,16,4802,142,210,204,4781,"Rawah","7745","Lodgepole Pine"
2976,335,5,742,183,1060,209,233,163,2440,"Comanche Peak","7756","Lodgepole Pine"
2912,255,27,437,263,1860,147,244,229,1560,"Comanche Peak","4758","Lodgepole Pine"
3301,343,13,404,81,1718,194,220,165,3046,"Rawah","8772","Spruce-Fir"
3105,192,7,459,-12,2308,220,246,161,1657,"Comanche Peak","7756","Lodgepole Pine"
3389,279,7,295,13,3017,200,241,181,1963,"Rawah","8772","Spruce-Fir"
2293,14,21,323,110,418,196,193,128,400,"Cache la Poudre","4703","Lodgepole Pine"
2861,39,6,85,8,1338,221,226,141,2308,"Rawah","7745","Lodgepole Pine"
3085,297,20,85,25,3319,159,229,208,2893,"Comanche Peak","7700","Spruce-Fir"
2945,204,9,192,32,5289,215,249,168,3679,"Rawah","7745","Lodgepole Pine"
3238,27,15,467,91,2312,212,206,127,2530,"Comanche Peak","7700","Spruce-Fir"
3010,64,8,212,18,3090,228,224,129,1785,"Rawah","7745","Lodgepole Pine"
3241,346,15,924,50,3827,191,216,163,2467,"Rawah","7202","Spruce-Fir"
2815,314,23,108,34,1429,154,215,199,2377,"Comanche Peak","7757","Lodgepole Pine"
3140,260,20,255,53,3673,167,246,215,1329,"Comanche Peak","8772","Spruce-Fir"
3003,14,19,228,-37,1789,199,198,131,1549,"Comanche Peak","7757","Lodgepole Pine"
3411,310,31,67,14,3084,121,202,212,2053,"Rawah","8772","Spruce-Fir"
2854,225,7,400,53,3531,211,247,172,6244,"Rawah","7746","Lodgepole Pine"
3083,298,4,85,-1,3847,210,238,167,2003,"Rawah","7202","Spruce-Fir"
3342,328,15,524,143,700,183,222,178,543,"Neota","7757","Spruce-Fir"
3047,135,14,443,48,5350,241,233,117,3211,"Rawah","7746","Lodgepole Pine"
2740,359,14,60,12,2730,199,214,152,2549,"Rawah","7745","Lodgepole Pine"
2912,29,19,0,0,376,210,196,116,2295,"Rawah","7745","Lodgepole Pine"
3231,198,10,228,40,3540,217,249,166,3268,"Rawah","7746","Spruce-Fir"
2991,145,18,607,70,5340,242,234,114,2938,"Rawah","7746","Lodgepole Pine"
2796,117,23,30,4,1158,252,212,74,1772,"Comanche Peak","7757","Lodgepole Pine"
3129,47,9,277,36,2831,223,221,132,3494,"Rawah","7746","Spruce-Fir"
3671,32,9,745,259,2884,218,220,137,1261,"Rawah","8776","Spruce-Fir"
3044,349,10,30,6,2525,202,224,160,828,"Comanche Peak","7201","Spruce-Fir"
2584,102,7,350,-6,870,232,231,132,85,"Rawah","7745","Lodgepole Pine"
2604,163,6,60,-5,969,226,242,150,607,"Rawah","4201","Lodgepole Pine"
2913,349,9,108,13,3097,204,225,160,2193,"Comanche Peak","7201","Spruce-Fir"
3236,49,9,755,61,1507,224,220,130,2521,"Neota","7202","Lodgepole Pine"
2591,159,12,210,62,256,233,242,138,1627,"Rawah","7746","Lodgepole Pine"
3138,25,11,457,40,1798,215,216,137,3494,"Comanche Peak","7755","Spruce-Fir"
2996,251,11,108,17,1930,195,248,191,1332,"Comanche Peak","7202","Spruce-Fir"
2976,342,3,0,0,5501,213,235,159,2255,"Rawah","7202","Spruce-Fir"
3240,29,15,120,29,3512,213,206,125,2279,"Comanche Peak","7755","Spruce-Fir"
3267,197,13,400,91,3234,216,251,166,3015,"Rawah","7745","Spruce-Fir"
3176,158,19,277,71,1044,237,239,125,2088,"Rawah","7745","Spruce-Fir"
3044,337,23,67,25,2132,164,202,174,3331,"Rawah","7201","Spruce-Fir"
3228,267,20,376,97,1733,164,243,216,2210,"Comanche Peak","7757","Spruce-Fir"
3158,133,11,295,20,4734,237,235,127,2163,"Rawah","7745","Spruce-Fir"
3141,169,14,242,12,395,230,245,144,2731,"Neota","7101","Spruce-Fir"
2991,186,21,120,32,4073,218,249,154,2184,"Rawah","7746","Lodgepole Pine"
2822,48,19,120,46,2598,224,196,99,2833,"Rawah","4744","Lodgepole Pine"
2995,331,11,270,18,4640,194,226,172,150,"Rawah","7745","Lodgepole Pine"
3237,102,10,693,30,1682,238,226,119,2859,"Comanche Peak","7757","Spruce-Fir"
2887,238,18,0,0,2654,183,252,203,1410,"Comanche Peak","4758","Lodgepole Pine"
3068,89,11,474,19,3129,237,222,115,319,"Rawah","7745","Spruce-Fir"
2962,205,16,690,205,1276,209,253,175,1812,"Comanche Peak","7757","Lodgepole Pine"
2906,96,7,218,3,4119,232,229,129,6301,"Rawah","7102","Lodgepole Pine"
2861,58,16,309,40,2592,230,204,102,2932,"Rawah","7745","Lodgepole Pine"
2831,226,14,190,11,1050,200,252,187,153,"Comanche Peak","4758","Spruce-Fir"
2692,135,1,553,80,966,220,238,154,1376,"Rawah","4744","Lodgepole Pine"
3052,36,8,85,7,2079,220,221,137,1503,"Rawah","7202","Spruce-Fir"
3104,355,10,42,4,3624,203,222,157,3060,"Comanche Peak","7201","Spruce-Fir"
2801,291,16,60,21,2380,174,236,202,1399,"Comanche Peak","7755","Lodgepole Pine"
2721,49,15,268,34,1650,225,207,112,446,"Rawah","7745","Lodgepole Pine"
3052,178,7,85,4,2523,224,245,155,3742,"Rawah","7202","Spruce-Fir"
3180,326,5,42,4,5310,207,234,166,2595,"Rawah","7201","Spruce-Fir"
2836,353,24,277,87,2226,173,192,151,1168,"Comanche Peak","7757","Lodgepole Pine"
2539,62,16,342,26,1006,232,205,101,1015,"Comanche Peak","4703","Lodgepole Pine"
2949,6,15,108,19,1131,200,209,144,2287,"Rawah","7745","Spruce-Fir"
2801,215,20,270,-19,1556,196,254,188,962,"Comanche Peak","4758","Lodgepole Pine"
3265,14,2,768,117,6107,217,235,155,2490,"Rawah","7745","Lodgepole Pine"
2991,232,8,592,75,5635,207,248,178,3740,"Rawah","7745","Lodgepole Pine"
2861,56,21,180,72,3540,229,191,85,2659,"Rawah","7745","Lodgepole Pine"
3205,72,3,446,73,3055,223,233,146,3636,"Rawah","7745","Spruce-Fir"
2564,293,29,120,70,780,128,220,225,1050,"Comanche Peak","7700","Lodgepole Pine"
2872,87,23,153,67,685,246,196,67,964,"Comanche Peak","7757","Spruce-Fir"
2689,5,11,351,7,1657,205,218,149,5908,"Rawah","7745","Lodgepole Pine"
2985,354,9,108,6,2538,205,224,157,2056,"Comanche Peak","7201","Spruce-Fir"
2964,22,24,323,121,1884,198,181,110,2792,"Comanche Peak","7757","Lodgepole Pine"
3060,13,9,30,-3,3264,211,221,146,3005,"Rawah","7102","Spruce-Fir"
3041,330,9,631,50,5727,199,229,170,5313,"Rawah","4744","Spruce-Fir"
3168,48,12,170,26,1321,224,213,120,4801,"Neota","7201","Spruce-Fir"
3130,308,19,192,54,2863,165,225,199,1237,"Comanche Peak","7756","Spruce-Fir"
3266,311,10,750,-8,2201,193,233,180,742,"Comanche Peak","7756","Spruce-Fir"
3056,274,11,120,16,2767,192,243,191,1398,"Comanche Peak","7202","Lodgepole Pine"
2916,21,8,30,0,2917,215,223,145,1466,"Comanche Peak","7102","Spruce-Fir"
3135,148,16,192,42,120,239,237,122,3010,"Neota","7756","Spruce-Fir"
3064,58,10,170,30,6756,228,218,123,3097,"Rawah","7745","Lodgepole Pine"
3060,24,15,30,6,3042,211,207,129,5806,"Rawah","7745","Spruce-Fir"
3353,283,21,272,8,5284,157,236,216,942,"Rawah","8772","Spruce-Fir"
2915,183,9,420,35,3617,223,246,157,3896,"Rawah","4744","Lodgepole Pine"
2610,56,9,365,-1,730,226,222,130,824,"Rawah","4744","Lodgepole Pine"
3298,113,19,418,136,1652,249,217,88,2823,"Rawah","7745","Spruce-Fir"
3085,37,5,0,0,3867,220,229,146,1072,"Rawah","7201","Spruce-Fir"
2955,32,15,319,39,4710,216,207,124,4027,"Rawah","7202","Spruce-Fir"
3174,310,4,330,5,228,209,237,167,1470,"Neota","7202","Lodgepole Pine"
3310,339,18,420,120,1873,178,211,170,2122,"Neota","7757","Lodgepole Pine"
2771,106,9,120,12,964,235,229,125,2399,"Comanche Peak","4704","Lodgepole Pine"
3242,323,12,362,16,5483,190,228,177,1681,"Rawah","7201","Spruce-Fir"
3031,20,11,277,28,3750,212,217,140,2148,"Rawah","7745","Lodgepole Pine"
2449,317,12,30,5,1249,189,230,181,886,"Cache la Poudre","4703","Lodgepole Pine"
2702,16,17,362,60,390,203,202,132,600,"Comanche Peak","4703","Lodgepole Pine"
3052,55,6,240,6,3115,224,227,139,361,"Rawah","7201","Spruce-Fir"
3102,276,13,67,11,1291,185,242,197,1549,"Comanche Peak","7202","Spruce-Fir"
3075,26,6,60,4,3650,217,227,146,1602,"Rawah","7202","Lodgepole Pine"
2662,23,20,0,0,1425,204,192,118,1290,"Comanche Peak","7102","Lodgepole Pine"
3067,17,11,150,10,3937,211,218,142,644,"Rawah","7201","Spruce-Fir"
3008,303,10,228,42,384,193,236,182,323,"Neota","7201","Spruce-Fir"
3060,74,20,85,26,1044,239,197,80,1383,"Comanche Peak","7700","Lodgepole Pine"
3319,327,21,488,127,677,165,212,184,424,"Neota","7757","Spruce-Fir"
2639,75,7,180,-17,1167,228,228,133,626,"Rawah","7202","Lodgepole Pine"
3161,237,10,190,33,2599,203,249,183,560,"Comanche Peak","7755","Lodgepole Pine"
3054,270,11,60,5,1570,192,244,192,1826,"Comanche Peak","7202","Spruce-Fir"
3299,19,17,180,29,3833,205,202,129,1921,"Rawah","8771","Spruce-Fir"
2937,73,18,408,132,433,238,203,89,642,"Rawah","7745","Lodgepole Pine"
3165,90,14,390,124,1099,241,216,101,1321,"Comanche Peak","7756","Lodgepole Pine"
2879,173,26,90,32,1567,226,242,131,2416,"Comanche Peak","4758","Lodgepole Pine"
2856,337,8,162,39,2424,203,229,165,2147,"Rawah","7745","Lodgepole Pine"
2947,228,6,182,20,1972,212,245,171,1884,"Comanche Peak","7756","Lodgepole Pine"
2949,190,8,30,-2,5392,220,247,160,2719,"Rawah","7202","Spruce-Fir"
3136,323,7,60,0,3187,202,233,170,5064,"Rawah","7745","Spruce-Fir"
2911,135,7,30,-1,1570,232,237,137,1339,"Rawah","7745","Lodgepole Pine"
3018,15,13,319,46,5364,208,213,141,3883,"Rawah","7745","Spruce-Fir"
3142,38,6,242,31,2187,220,227,143,2207,"Rawah","7745","Spruce-Fir"
2804,9,12,360,49,1797,206,216,146,1149,"Comanche Peak","4703","Lodgepole Pine"
2805,282,15,424,111,1471,179,240,201,1290,"Comanche Peak","7700","Lodgepole Pine"
3224,351,6,42,2,514,210,230,159,1107,"Neota","7700","Lodgepole Pine"
2731,67,5,150,28,2359,226,229,138,5453,"Rawah","4744","Lodgepole Pine"
3034,98,5,120,13,1879,228,233,138,1613,"Rawah","7202","Spruce-Fir"
3256,324,17,108,11,576,176,220,183,1090,"Neota","7756","Spruce-Fir"
3081,281,11,391,79,2609,190,241,191,1861,"Comanche Peak","7756","Lodgepole Pine"
3255,326,15,342,29,5516,182,222,179,1624,"Rawah","7201","Spruce-Fir"
3184,143,40,319,138,3601,241,198,45,2252,"Comanche Peak","7757","Spruce-Fir"
2748,72,10,342,-24,1744,231,221,122,2274,"Rawah","4744","Lodgepole Pine"
3058,160,15,90,23,765,234,242,135,306,"Comanche Peak","7757","Lodgepole Pine"
2707,333,7,277,46,993,205,232,166,1563,"Rawah","7745","Lodgepole Pine"
2954,263,16,968,159,2564,179,246,205,1433,"Comanche Peak","4758","Lodgepole Pine"
3477,92,17,721,192,2295,245,211,89,1343,"Rawah","8776","Spruce-Fir"
3237,50,39,42,34,4879,206,130,25,120,"Rawah","7201","Spruce-Fir"
3087,252,7,547,16,2630,205,245,178,1116,"Comanche Peak","7756","Spruce-Fir"
3168,309,10,785,-6,4134,193,234,181,3937,"Rawah","7745","Spruce-Fir"
3010,64,11,162,30,2130,230,217,118,2717,"Comanche Peak","7202","Spruce-Fir"
2787,238,14,42,6,1992,195,251,192,1851,"Comanche Peak","4758","Lodgepole Pine"
3233,144,9,300,58,1727,233,239,137,1463,"Neota","7757","Spruce-Fir"
2666,25,9,242,21,3305,216,221,141,3019,"Comanche Peak","4704","Spruce-Fir"
2967,118,18,190,22,607,248,221,94,2630,"Rawah","7745","Lodgepole Pine"
3017,56,5,524,119,2565,223,229,141,1761,"Comanche Peak","7756","Lodgepole Pine"
3270,4,4,778,162,6063,215,232,155,2672,"Rawah","7745","Lodgepole Pine"
2970,332,18,306,-6,4606,174,214,178,234,"Rawah","7745","Lodgepole Pine"
2999,261,16,277,64,3239,180,247,205,1800,"Comanche Peak","7700","Spruce-Fir"
3031,298,8,379,-3,1822,198,237,180,2045,"Comanche Peak","7755","Lodgepole Pine"
2912,47,17,30,13,510,224,201,107,1710,"Comanche Peak","7757","Lodgepole Pine"
2790,16,11,242,28,1549,211,217,142,1302,"Rawah","4744","Lodgepole Pine"
3221,24,21,150,33,999,204,191,116,1972,"Neota","7202","Spruce-Fir"
3221,303,10,124,2,1026,193,236,182,2465,"Comanche Peak","7202","Spruce-Fir"
3075,100,9,390,34,987,236,227,122,1758,"Comanche Peak","7201","Spruce-Fir"
3196,146,17,228,30,446,241,235,117,2210,"Neota","4758","Spruce-Fir"
3235,179,18,612,115,6062,224,248,149,3094,"Rawah","7745","Lodgepole Pine"
3219,62,5,285,-1,5634,224,230,142,1864,"Rawah","7201","Spruce-Fir"
3257,48,7,592,66,5708,223,224,136,2737,"Rawah","7745","Lodgepole Pine"
3184,28,9,192,10,5078,217,220,138,2353,"Rawah","7745","Spruce-Fir"
3366,146,3,335,50,3633,224,239,150,2099,"Comanche Peak","8771","Spruce-Fir"
3284,31,1,481,42,5881,218,235,154,684,"Rawah","7201","Spruce-Fir"
3068,354,2,67,1,1909,215,235,157,1243,"Comanche Peak","7201","Spruce-Fir"
3444,71,24,618,159,2110,238,185,63,1571,"Rawah","8776","Spruce-Fir"
2945,150,4,60,5,1844,225,239,150,492,"Comanche Peak","7756","Lodgepole Pine"
2583,53,12,212,41,696,227,213,118,524,"Rawah","4744","Lodgepole Pine"
3271,144,17,607,114,1041,242,234,115,1266,"Comanche Peak","8776","Lodgepole Pine"
2669,127,7,42,-2,1376,232,236,136,3373,"Rawah","4744","Lodgepole Pine"
3066,70,28,330,149,2300,237,173,48,2402,"Comanche Peak","7757","Spruce-Fir"
3080,20,13,42,6,5327,211,212,136,2885,"Rawah","7201","Spruce-Fir"
2913,93,9,67,-3,899,235,226,123,2067,"Comanche Peak","7755","Lodgepole Pine"
3259,180,17,451,168,3768,224,248,151,366,"Comanche Peak","7790","Lodgepole Pine"
3180,270,18,228,49,1705,169,243,212,2185,"Comanche Peak","7755","Spruce-Fir"
3004,333,13,67,11,3396,191,223,172,976,"Comanche Peak","7201","Spruce-Fir"
3242,284,9,270,99,4749,196,240,184,825,"Rawah","7745","Spruce-Fir"
2952,165,18,940,155,2560,233,243,134,1412,"Comanche Peak","4758","Lodgepole Pine"
3024,80,7,0,0,3290,230,228,131,5347,"Rawah","7102","Spruce-Fir"
2914,37,10,190,34,3311,220,218,132,4542,"Rawah","4744","Lodgepole Pine"
2890,139,9,362,37,2676,235,237,133,2427,"Rawah","7202","Lodgepole Pine"
2890,99,32,190,63,5475,252,178,28,4368,"Rawah","7745","Lodgepole Pine"
3374,118,18,725,225,1560,248,221,95,1302,"Neota","7755","Spruce-Fir"
3112,296,12,0,0,2145,185,236,191,964,"Comanche Peak","7202","Spruce-Fir"
2831,239,20,60,-5,1855,179,252,207,1154,"Comanche Peak","4758","Lodgepole Pine"
3076,340,13,67,5,3207,191,220,168,511,"Rawah","7745","Spruce-Fir"
2909,204,20,60,4,960,205,254,176,1813,"Comanche Peak","7757","Lodgepole Pine"
2819,335,18,277,72,2397,176,213,175,730,"Comanche Peak","7700","Lodgepole Pine"
2763,161,11,134,33,2918,231,243,142,2613,"Rawah","4744","Lodgepole Pine"
3155,5,13,824,74,1621,203,214,148,2672,"Comanche Peak","7756","Spruce-Fir"
2745,71,10,0,0,1862,231,221,121,907,"Rawah","4744","Lodgepole Pine"
3188,3,5,408,-6,765,213,230,155,1041,"Neota","7756","Lodgepole Pine"
2908,277,19,210,77,700,167,240,212,1738,"Comanche Peak","4758","Spruce-Fir"
2969,78,13,277,85,1396,237,215,106,1116,"Comanche Peak","7756","Lodgepole Pine"
2916,82,19,124,27,4709,242,204,84,1784,"Rawah","7745","Lodgepole Pine"
2943,1,14,60,10,1168,199,213,150,2337,"Rawah","7745","Spruce-Fir"
3338,127,19,323,79,2215,248,224,97,2021,"Comanche Peak","7756","Spruce-Fir"
3358,308,17,641,166,830,173,228,194,497,"Neota","7757","Spruce-Fir"
2603,131,14,150,32,1645,242,232,117,573,"Comanche Peak","4704","Lodgepole Pine"
2945,237,16,450,49,5803,191,252,196,6319,"Rawah","7745","Lodgepole Pine"
3091,252,9,391,65,1397,200,247,185,1333,"Comanche Peak","7202","Spruce-Fir"
3300,182,6,450,98,953,222,244,157,782,"Comanche Peak","7756","Spruce-Fir"
2987,158,8,228,-5,4091,229,242,146,812,"Rawah","7745","Lodgepole Pine"
2854,293,16,371,62,4137,172,235,202,5552,"Rawah","7745","Spruce-Fir"
2689,36,2,175,0,1438,219,234,152,1666,"Comanche Peak","4704","Lodgepole Pine"
3127,159,25,85,11,1150,237,236,114,953,"Comanche Peak","7201","Lodgepole Pine"
3147,57,18,443,80,1830,229,200,97,3259,"Comanche Peak","7700","Spruce-Fir"
2764,120,10,108,7,1917,238,232,124,2818,"Rawah","4744","Lodgepole Pine"
3192,274,27,830,271,3332,137,234,231,2436,"Comanche Peak","7709","Lodgepole Pine"
3276,40,13,255,17,1719,221,212,124,4816,"Neota","7201","Spruce-Fir"
3249,176,10,240,9,3264,226,246,152,1230,"Comanche Peak","7756","Lodgepole Pine"
3110,101,5,134,4,750,228,233,139,1530,"Rawah","7201","Spruce-Fir"
3170,79,10,836,159,2374,234,222,119,3037,"Comanche Peak","7755","Spruce-Fir"
2759,314,28,503,4,914,135,206,205,1259,"Comanche Peak","7755","Lodgepole Pine"
2563,77,5,153,32,570,227,230,138,484,"Rawah","4744","Lodgepole Pine"
2899,120,4,240,18,3899,226,236,145,3720,"Rawah","7745","Lodgepole Pine"
2927,81,22,150,30,2240,243,195,70,351,"Comanche Peak","4758","Lodgepole Pine"
2826,28,5,0,0,2567,218,230,148,2642,"Rawah","7202","Lodgepole Pine"
3082,98,13,134,24,595,241,221,107,1343,"Rawah","7201","Spruce-Fir"
3377,135,7,778,196,1332,231,237,139,882,"Neota","7102","Spruce-Fir"
2892,6,18,618,162,285,195,201,140,1211,"Comanche Peak","4703","Lodgepole Pine"
3116,341,26,175,52,2015,157,192,168,1879,"Comanche Peak","7757","Lodgepole Pine"
3173,143,24,60,7,679,246,227,95,2215,"Neota","4758","Spruce-Fir"
3090,114,21,150,49,1136,251,214,81,1511,"Comanche Peak","7700","Lodgepole Pine"
3133,245,12,366,73,362,196,249,190,685,"Comanche Peak","7756","Lodgepole Pine"
2606,75,16,240,42,270,238,208,97,1140,"Rawah","4744","Lodgepole Pine"
3146,247,11,339,38,994,198,248,189,1237,"Comanche Peak","7202","Lodgepole Pine"
2853,347,8,0,0,2455,206,228,160,514,"Comanche Peak","7202","Spruce-Fir"
2991,106,6,379,89,1765,231,232,135,2886,"Comanche Peak","7756","Lodgepole Pine"
3106,318,18,571,195,5352,171,221,189,888,"Rawah","7745","Lodgepole Pine"
3027,63,2,531,43,3155,221,234,150,700,"Comanche Peak","7756","Lodgepole Pine"
3057,9,6,108,14,2960,214,228,152,1490,"Comanche Peak","7756","Lodgepole Pine"
3153,117,10,153,13,721,237,231,124,2227,"Rawah","7201","Spruce-Fir"
3070,62,19,564,161,4283,233,198,91,4508,"Rawah","7745","Spruce-Fir"
3187,221,9,300,26,1188,210,249,175,1969,"Neota","7202","Spruce-Fir"
3099,278,23,570,170,5894,151,236,222,1500,"Rawah","7745","Lodgepole Pine"
3304,332,14,306,-27,1495,187,222,174,2021,"Neota","8771","Spruce-Fir"
2740,190,24,234,50,3558,212,250,158,1884,"Comanche Peak","4758","Lodgepole Pine"
2908,232,18,42,10,2273,187,253,199,1570,"Comanche Peak","7202","Lodgepole Pine"
2970,255,7,120,25,1638,205,244,178,85,"Comanche Peak","7756","Lodgepole Pine"
2941,318,11,0,0,1706,191,230,179,1325,"Rawah","7745","Spruce-Fir"
3037,45,13,391,113,4360,223,210,119,2186,"Rawah","7745","Lodgepole Pine"
2850,52,19,351,77,1243,226,197,97,2655,"Comanche Peak","7757","Lodgepole Pine"
3262,209,21,382,113,1485,199,254,182,4218,"Neota","7756","Spruce-Fir"
3024,160,15,616,108,5738,234,242,134,3177,"Rawah","7745","Lodgepole Pine"
2863,88,18,330,97,1634,244,208,88,1714,"Comanche Peak","7757","Lodgepole Pine"
2693,90,13,0,0,1328,239,219,109,2051,"Rawah","7745","Lodgepole Pine"
3041,107,7,162,7,4293,233,232,131,2613,"Rawah","7745","Lodgepole Pine"
2955,86,10,603,233,3174,235,223,119,1482,"Rawah","4744","Lodgepole Pine"
2834,4,17,309,100,2546,195,205,145,726,"Comanche Peak","7700","Lodgepole Pine"
3345,180,13,342,66,3894,224,248,153,1855,"Comanche Peak","8771","Spruce-Fir"
3222,194,18,268,52,566,214,252,165,1146,"Rawah","7201","Spruce-Fir"
3296,353,16,510,88,1128,191,211,156,485,"Rawah","7201","Spruce-Fir"
3086,248,8,190,20,5675,202,247,182,2175,"Rawah","7202","Lodgepole Pine"
2904,270,3,350,67,3034,211,240,168,2148,"Rawah","4744","Lodgepole Pine"
3032,27,8,134,-1,3166,217,222,141,5537,"Rawah","7102","Spruce-Fir"
3097,272,5,42,2,5450,205,242,175,2977,"Rawah","7202","Lodgepole Pine"
2912,116,23,0,0,306,252,212,75,1121,"Rawah","7745","Spruce-Fir"
3265,14,9,30,3,4014,212,222,147,1804,"Rawah","8771","Spruce-Fir"
2860,79,16,124,20,3842,239,210,96,6226,"Rawah","4744","Lodgepole Pine"
2466,68,16,60,13,67,235,206,99,258,"Cache la Poudre","4703","Lodgepole Pine"
2858,19,15,492,128,210,208,207,133,1084,"Comanche Peak","4704","Lodgepole Pine"
3006,156,20,150,-7,2242,238,238,121,3275,"Comanche Peak","7702","Lodgepole Pine"
2872,317,12,60,10,2793,187,229,182,1931,"Comanche Peak","7201","Spruce-Fir"
2997,241,11,446,106,3690,199,249,188,1006,"Rawah","4744","Lodgepole Pine"
3320,82,13,566,106,1032,237,218,109,2552,"Comanche Peak","7756","Lodgepole Pine"
2755,101,16,85,25,1884,245,217,97,1896,"Comanche Peak","4758","Lodgepole Pine"
3038,88,8,60,8,4713,233,227,126,691,"Rawah","7745","Lodgepole Pine"
2853,13,12,424,66,2355,208,215,142,2259,"Rawah","7745","Lodgepole Pine"
3016,56,5,295,51,390,223,229,141,1159,"Rawah","7202","Spruce-Fir"
2929,157,15,67,16,4524,236,241,131,1733,"Rawah","7746","Lodgepole Pine"
3198,62,10,782,177,2524,229,218,121,3112,"Comanche Peak","7755","Spruce-Fir"
2989,239,35,878,-101,4152,135,243,228,1316,"Comanche Peak","7757","Lodgepole Pine"
3101,202,25,162,57,2644,199,252,175,1106,"Comanche Peak","7202","Lodgepole Pine"
3196,255,7,182,23,1405,205,244,178,95,"Comanche Peak","7202","Spruce-Fir"
3012,41,25,0,0,5056,213,177,85,2824,"Rawah","7745","Spruce-Fir"
2536,102,7,150,29,570,232,231,132,242,"Rawah","7746","Lodgepole Pine"
2863,239,20,95,17,5208,179,252,207,524,"Rawah","7745","Lodgepole Pine"
2710,197,20,300,-25,573,211,252,168,691,"Comanche Peak","2704","Lodgepole Pine"
